giphy_id,qwen8b_dominant,moss_dominant,sentiment,arousal,max_score
mlvseq9yvZhba,anger,anger,-0.284,0.6289,1.0
12RfP2odT4hEOI,anger,anger,-0.4851,0.7929,1.0
bHG5gzKfPESAGr4Dxg,neutral,neutral,-0.0408,0.4818,0.9999
DDY6DXM7G2gs1IODZt,neutral,neutral,-0.044,0.5828,0.9991
pQmWjYrz39YAg,anger,anger,-0.2072,0.6782,1.0
BzyXZ0fN2FWDlpAOEG,anger,anger,-0.2027,0.695,0.9999
l0MYP6WAFfaR7Q1jO,anger,anger,-0.5008,0.7591,1.0
guufsF0Az3Lpu,happy,happy,0.306,0.638,0.9996
l3JDnePt8MlFnFApq,anger,anger,-0.4694,0.7847,1.0
8PuWB2Qq49GQ8,neutral,neutral,-0.0218,0.489,0.9998
8BQrUp5nJgIGnYUHBA,fear,fear,-0.2775,0.7724,1.0
ie6mLMn1pQdDVPoYoj,neutral,neutral,-0.0117,0.4882,0.9995
rVbAzUUSUC6dO,happy,happy,0.4986,0.7048,0.9999
3P0oEX5oTmrkY,anger,anger,-0.3364,0.5938,1.0
BT4ygwV9vgwAU,anger,anger,-0.4036,0.7151,1.0
539nFXZGWnO0JKJ39b,anger,anger,-0.3273,0.6789,1.0
9ijt46Acg5ji0,anger,anger,-0.2529,0.7409,0.9974
t7sEnf5w7wJ1CEPyy7,neutral,neutral,-0.082,0.4939,0.9996
W296vUe6AR2JFr0cLj,neutral,neutral,-0.0111,0.4864,1.0
rhYsUMhhd6yA0,anger,anger,-0.4953,0.7646,1.0
tItIlCGySM0ieKKW6b,anger,anger,-0.1671,0.7352,0.9999
3oEdv5AyPbJOz1Pk6A,happy,happy,0.3836,0.6419,0.9994
l2JhtKtDWYNKdRpoA,anger,anger,-0.4965,0.7128,1.0
l1ug3xGEN1oZBT7qw,happy,happy,0.1958,0.698,0.9999
9p8mHahLDMbTO,anger,anger,-0.4817,0.7829,1.0
Rd7pEbE7rjZz8vySuU,anger,anger,-0.3026,0.6174,1.0
pHYaWbspekVsTKRFQT,neutral,neutral,-0.0318,0.4718,1.0
3d5O10XObbr8LW4bDY,anger,anger,-0.3199,0.7094,0.9999
puvQ0zJfHUikg,fear,fear,-0.4661,0.8094,1.0
aaPUKNp0pj52GovPyW,anger,anger,-0.3602,0.6862,1.0
kZu5IMsDPzHqlOpmme,happy,happy,0.447,0.6968,0.9997
toz7qXlLyHy9n8KfKO,anger,anger,-0.3886,0.7233,1.0
nLPHXhciLXhnckv7Fg,anger,anger,-0.475,0.7998,1.0
l49JNC3SiBy9PIW1G,anger,anger,-0.3306,0.6947,1.0
1pm1vEyxqxoaY,fear,fear,-0.2767,0.7017,1.0
Uh1ZPq7mA7xa8,happy,happy,0.1259,0.7344,0.9973
mpdNxvbxee5yw,anger,anger,-0.3234,0.6315,1.0
rgbAtUv07WAW4,neutral,neutral,-0.0394,0.4734,1.0
NdKVEei95yvIY,neutral,neutral,0.0205,0.4981,0.9999
26gJyIscAHtBNcc00,anger,anger,-0.397,0.7402,1.0
iAYupOdWXQy5a4nVGk,anger,anger,-0.4599,0.7273,1.0
3o7abKhOpu0NwenH3O,happy,happy,0.6675,0.7234,0.9999
U4SQsgueVxuXzl3igz,anger,anger,-0.286,0.6493,0.9999
Udg5BOrPsKCQw,happy,happy,0.1354,0.617,0.9999
l41JRsph73VokN6ik,anger,anger,-0.2838,0.7371,1.0
l0K4puBUN4w6G4ksE,anger,anger,-0.3594,0.7233,1.0
yq9gXFnlF0DG8,happy,happy,0.4348,0.7236,0.9988
BcPbK9ci4EU31qUTkR,anger,anger,-0.2217,0.7078,1.0
lgRNj0m1oORfW,neutral,neutral,0.094,0.5547,0.9992
cjhGnTOW1bIV2TmthV,neutral,neutral,-0.0244,0.5081,0.9996
jG5uIKBfJyouY,anger,anger,-0.3079,0.7495,1.0
1hqYk0leUMddBBkAM7,happy,happy,0.0177,0.6525,0.9991
l0NwvUd7IEjn1764U,fear,fear,-0.2748,0.6532,0.9999
z9iE1SPAptyLK,anger,anger,-0.3096,0.6859,0.9944
l1J9FiGxR61OcF2mI,surprise,surprise,0.1495,0.7864,1.0
1APaqOO5JHnWKLc7Bi,happy,happy,0.5548,0.7436,1.0
TIvv7HIMVzbZm,anger,anger,-0.4991,0.795,1.0
xT1XGAFVgM73USM5QQ,anger,anger,-0.4107,0.7165,1.0
ckGndVa23sCk9pae4l,sad,sad,-0.6051,0.4032,1.0
jQXBt1YOGXJu0,happy,happy,0.2926,0.6242,1.0
gJ4fi0dgBLjvq,neutral,neutral,-0.0482,0.4754,1.0
l0MYryZTmQgvHI5TG,fear,fear,-0.4187,0.847,1.0
YaZgr3Nj9DDI4,fear,fear,-0.0474,0.7506,1.0
l4Ki2obCyAQS5WhFe,anger,anger,-0.2776,0.6132,1.0
10hO3rDNqqg2Xe,happy,happy,0.3936,0.7273,0.9995
QYWdj9WoicvEk,fear,fear,-0.2729,0.85,1.0
AqfOVseMPDVja,anger,anger,-0.4752,0.7845,1.0
ulLv2uutsnJQ4liFvI,anger,anger,-0.3641,0.7311,1.0
3o7buiQeyYFamzRoR2,happy,happy,0.5516,0.7296,0.9995
WTzZ7p8SGdzmE,happy,happy,0.4322,0.6864,0.9999
ynRrAHj5SWAu8RA002,anger,anger,-0.2991,0.7249,1.0
xT0xeuOy2Fcl9vDGiA,neutral,neutral,-0.0469,0.5667,0.9977
eXOVOJLkK6G7S,anger,anger,-0.3552,0.6832,1.0
AgaXMCnoSbNHa,fear,fear,-0.2775,0.7172,1.0
NmrqUdwGXPOog,neutral,neutral,0.0101,0.5538,0.9987
UrfLgfuQG41sQ,anger,anger,-0.5035,0.7982,1.0
7ziO8WTeXJCGZlq4mm,anger,anger,-0.4261,0.7287,1.0
2cdYfc9hMr9df6dS2s,anger,anger,-0.4898,0.7588,1.0
cXblnKXr2BQOaYnTni,happy,happy,0.4254,0.6951,0.9977
zRQIOikoG10CMxtpBh,anger,anger,-0.4733,0.7939,1.0
KxHaSWSpTlEGc,anger,anger,-0.1461,0.7398,0.9999
PR3585ZZSvcHO9pa76,anger,anger,-0.2097,0.7251,1.0
3owzW9EZI8M3sz9s5O,anger,anger,-0.4604,0.775,1.0
nZvxbksUffPUI,neutral,neutral,0.1804,0.5705,1.0
w9t0aFMjahdxpKKvzN,anger,anger,-0.4005,0.7023,1.0
fUYhyT9IjftxrxJXcE,happy,happy,0.3273,0.698,1.0
i7pUjIo4rVPQQ,fear,fear,-0.318,0.7336,1.0
TgJ0KKEY8HByASy6Jt,neutral,neutral,-0.0193,0.4664,1.0
10uEX5kfeodYgo,anger,anger,0.0409,0.7344,0.9991
Yo8xV9wS8tPoAWSlhT,anger,anger,-0.3092,0.7679,1.0
OQORmsNpzwqlO,happy,happy,-0.0094,0.6886,0.9988
2dqNrc8eybPRUfCU29,neutral,neutral,-0.1944,0.623,0.9998
lU6zbuZiApGEM,fear,fear,-0.4477,0.7436,1.0
FjOsaw9z4BhrW,anger,anger,-0.4283,0.7706,1.0
ete9HLBYGmXIY,anger,anger,-0.3562,0.701,1.0
Jpex5IvA7PAaP8HMgT,anger,anger,-0.3876,0.6802,1.0
DQ100zzcakfBe,anger,anger,-0.4998,0.7959,1.0
vRf4Z1OZ21j9e,anger,anger,-0.3498,0.7238,1.0
iMI5i24J3VabkNeGwC,anger,anger,-0.4044,0.6702,1.0
l0HUbtILos6CdAtxu,anger,anger,-0.4982,0.7902,1.0
I3wsrN9ndx11m,anger,anger,-0.4448,0.7171,1.0
NRtZEyZjbLgr0BJ4B8,neutral,neutral,0.0029,0.4693,0.9999
3ohjUZAsC6EgyZV6cU,fear,fear,-0.4291,0.8258,1.0
xUOxeZn47mrdabqDNC,anger,anger,-0.4522,0.7221,1.0
l2Je5nuH2mRfdvEFW,anger,anger,-0.3027,0.6532,1.0
PBYXorv5BZze8,anger,anger,-0.1244,0.7579,1.0
PmpojRrxEPLQt4YYar,anger,anger,-0.4057,0.7647,1.0
fqu8dnXGXkvio,neutral,neutral,-0.0512,0.4983,0.9998
jV65cP2S4mphrQfJkk,fear,fear,-0.2156,0.6663,1.0
l0HFj4LrJZBkjXvsA,anger,anger,-0.3898,0.7244,1.0
l378bu6ZYmzS6nBrW,happy,happy,0.4071,0.6641,1.0
8gQR12M5d4kPMRYoC1,anger,anger,-0.3569,0.7312,1.0
aK4zVIHVPc1TW,anger,anger,-0.4186,0.7165,1.0
c5jo3Avdlis6Y,anger,anger,-0.5041,0.7965,1.0
llCtQhhXcuCmxhsB2y,anger,anger,-0.4769,0.6304,1.0
bJDl7wyNH6eVq,happy,happy,0.1589,0.6958,1.0
RQxQ0cvbW2jjG,anger,anger,-0.2506,0.7091,1.0
9detkWt4jBdhVm0UCk,anger,anger,-0.5019,0.793,1.0
9rjzS2QYAk1paKD7uk,fear,fear,-0.3672,0.6886,1.0
5nh8FKSRtxFEyuajGc,fear,fear,-0.2146,0.7371,1.0
cQlebt2qxxXyg,happy,happy,0.5068,0.7299,0.9987
kDIhIpwRRIi3K,anger,anger,-0.2413,0.7418,1.0
mXakDXUF63bK8,anger,anger,-0.2723,0.6152,1.0
G3yZQxmuw3PgI,anger,anger,-0.2773,0.6571,1.0
DrcqyC7RW0Dyu798GJ,anger,anger,-0.4297,0.7478,1.0
kolvlRnXh8Jj2,happy,happy,0.072,0.7144,0.9999
htiVRuP7N0XK,anger,anger,-0.2215,0.631,1.0
12ey1CgA3uTqfK,anger,anger,-0.2635,0.6243,1.0
xUA7aT1vNqVWHPY1cA,happy,happy,0.0883,0.7335,0.9993
l1J3sQY4zwxtvZpoA,anger,anger,-0.4769,0.7542,1.0
ahZZZZFGLGhvq,anger,anger,-0.431,0.7484,1.0
xT9Igk6pl01yVK0FHO,fear,fear,-0.4344,0.7765,1.0
3o6ozGTbQSAs2s0CAM,anger,anger,-0.1369,0.7503,0.9999
Ogxe3jSdivKbm,anger,anger,-0.4587,0.686,1.0
11RwocOdukxqN2,anger,anger,-0.1551,0.7728,1.0
abCS0ETzcWMRq,anger,anger,-0.4758,0.7539,0.9997
uxnX0bE2cuKHqQPcb6,anger,anger,-0.2814,0.6777,1.0
xT39Db8zIOODTppk08,anger,anger,-0.1701,0.6469,1.0
l2Sq8h4OKFoFKQW64,anger,anger,-0.4604,0.642,1.0
yE3P1gj3qLMbe,anger,anger,-0.4289,0.7409,1.0
WRuseq8QlQbyyYTqru,anger,anger,-0.4495,0.7793,1.0
10Vz8I1AHa0qVa,anger,anger,-0.4908,0.7883,1.0
Gxk0jI06myhpu,happy,happy,0.4526,0.691,1.0
KB7Moe2Oj0BXeDjvDp,happy,happy,0.438,0.7068,0.9997
z8XtwKGIRQSBCmU4sW,happy,happy,0.5335,0.7342,1.0
WcpaItX5JHYkw,anger,anger,-0.5048,0.7932,1.0
B77Yj3aZYZjmE,neutral,neutral,0.0404,0.5093,1.0
26BRLS1u3tFhG8ZBm,happy,happy,0.5123,0.6777,1.0
cGhL5tGgqQHOEStCRx,anger,anger,-0.1995,0.6469,1.0
t9lBEE2FGMzbY9s5IX,anger,anger,-0.3593,0.6967,1.0
l0IypeKl9NJhPFMrK,anger,anger,-0.3458,0.6944,1.0
js1VWeWPuESe4,sad,sad,-0.6156,0.3872,1.0
Hq4ptrrJaTvwY,fear,fear,-0.4567,0.8286,1.0
OhQBBFi64Z81a,anger,anger,-0.4652,0.8035,1.0
njYrp176NQsHS,anger,anger,-0.442,0.7104,1.0
fLcfGLzj4aeaMIqbex,anger,anger,-0.5017,0.7941,1.0
IZY2SE2JmPgFG,anger,anger,-0.3206,0.6835,1.0
S24vAZeES2INy,anger,anger,-0.2847,0.736,0.9997
14uzPzKMOuVIPu,fear,fear,-0.1925,0.7704,1.0
jqfel7Z3XwTHCl26nT,fear,fear,-0.3415,0.7294,1.0
xT1R9SzWO4u7a2Y5BS,happy,happy,0.5888,0.74,1.0
xUA7aTaAgUK1qcv1WE,neutral,neutral,-0.199,0.5864,0.9999
fDbzXb6Cv5L56,anger,anger,-0.3806,0.6096,1.0
uUs14eCA2SBgs,happy,happy,0.3795,0.6168,0.9999
dVuaiKbihwlS8,happy,happy,0.2777,0.7061,0.9991
bTvhbCKq0IPMXFFHFS,anger,anger,-0.4917,0.7883,1.0
10A06pOVcpo6hW,fear,fear,-0.3555,0.7371,1.0
9Rp27Gpwjx1n2,anger,anger,-0.417,0.7636,0.9999
EJMyMO22UxP68,anger,anger,-0.1301,0.6752,1.0
B6cnNTU51ur2o,anger,anger,-0.5003,0.7947,1.0
tkApIfibjeWt1ufWwj,surprise,surprise,0.1082,0.8363,1.0
ddHhhUBn25cuQ,anger,anger,-0.4565,0.7893,1.0
gd09Y2Ptu7gsiPVUrv,anger,anger,-0.2641,0.6935,1.0
1LnQKc4eh8BP2,anger,anger,-0.4439,0.7418,1.0
PbJww5CaYj4Fq,anger,anger,-0.4819,0.7283,1.0
54Z5yRMdCB2og,happy,happy,0.4228,0.6672,1.0
SN3PAyDegsXRu,happy,happy,0.4672,0.6468,1.0
3o7Z4tNIWOQWTlfGN2,neutral,neutral,-0.2069,0.5745,1.0
Fo1cy8mqGDvbjpJBB7,happy,happy,0.3084,0.7175,1.0
YKSxfddY4MkCKKQPmh,anger,anger,-0.4944,0.7844,1.0
ypHEH8VjThGPS,anger,anger,-0.4449,0.7355,1.0
rNuFu17JzbWaQ,fear,fear,-0.2753,0.7898,1.0
s9y2gNNce6orC,anger,anger,-0.494,0.7783,1.0
Ywxt9v39rUpmU,happy,happy,0.145,0.7034,0.9984
l46Cx2dkVXaoPibtK,neutral,neutral,-0.0332,0.4773,1.0
OqAeQrGmU7lS6tENnQ,anger,anger,-0.4898,0.7776,1.0
95K6M3F5EJ80D6EZxf,anger,anger,-0.2812,0.7058,0.9992
W5UcNPQWL86SyZMoTD,anger,anger,-0.5025,0.798,1.0
MiEhS8S20SQUg,happy,happy,0.4965,0.6747,0.9996
xT5LMz1fARkO1JhWyQ,fear,fear,-0.1602,0.6876,1.0
cEYFeDYAEZ974cOS8CY,neutral,neutral,-0.176,0.555,0.993
1316DjuqE8NRba,anger,anger,-0.3847,0.7796,1.0
ltIFdjNAasOwVvKhvx,happy,happy,0.4346,0.6757,0.9999
Aausss8uUBIe3bZ3d2,neutral,neutral,-0.1533,0.5309,1.0
11JC04VwONq1uU,happy,happy,0.4729,0.705,0.9996
Cj3Ce7e8h2EKY,happy,happy,0.2977,0.6232,0.9999
h5dAhc6lysWT3vFIOT,fear,fear,-0.3128,0.743,1.0
3og0IMX5YAly56Zo3e,anger,anger,-0.5021,0.6712,1.0
7SZwo1ZVPfCGiFEGRx,neutral,neutral,-0.0226,0.4781,0.9999
3o7TKr3nzbh5WgCFxe,anger,anger,-0.4204,0.6002,1.0
3o6MbnqLhX5tJ5wNQQ,anger,anger,-0.4956,0.7859,1.0
iIRXdJchgM4NYYt0LY,neutral,neutral,0.0417,0.4981,1.0
yV5xcSTmtVPBS,anger,anger,-0.4294,0.702,1.0
l3V0wkQ2KKcAeW8Cs,happy,happy,0.1973,0.7667,1.0
26FL0cEXTLaou845q,happy,happy,0.6492,0.7231,1.0
26FLdmIp6wJr91JAI,happy,happy,0.4969,0.685,0.9995
lKXEBR8m1jWso,anger,anger,-0.4535,0.7259,1.0
3o6vXPqTWMZiGc2GVq,anger,anger,-0.4874,0.7876,1.0
9Y5BbDSkSTiY8,sad,sad,-0.5474,0.4918,1.0
sBGw5MruxAyiI,anger,anger,-0.3246,0.6565,1.0
QmR9tKykDLXUGSJmfU,anger,anger,-0.419,0.7594,1.0
TT7JW4Qm7uaNW,anger,anger,-0.4916,0.7502,1.0
EdFu9m8ckGO3e,neutral,neutral,0.2828,0.6032,0.9999
rOsebqhlfCRby,anger,anger,-0.3851,0.695,1.0
l1J9NRpOeS7i54xnW,anger,anger,-0.3302,0.6724,1.0
1XYC52rwtqDja,anger,anger,-0.4649,0.7641,1.0
mG2VJTfGpaUBlCuQFE,anger,anger,-0.2841,0.655,1.0
l3Ucfk8zqn7NAjLLq,anger,anger,-0.4195,0.7307,1.0
fukS8yBmpvGGk,neutral,neutral,-0.0876,0.5244,0.9994
1Ygkk70ho1h6YrK6oC,anger,anger,-0.4184,0.7529,1.0
BYoRqTmcgzHcL9TCy1,happy,happy,0.4871,0.6984,1.0
KBJTi1lxDGrfPsl8Hf,neutral,neutral,0.072,0.5152,0.9992
NgLM8pecbMJvq,neutral,neutral,-0.0325,0.5329,0.9999
sfvVcEvsC6BoI,anger,anger,-0.1261,0.7337,1.0
oOi0uJV5k9pSWtByI4,neutral,neutral,-0.0107,0.5367,1.0
W9lzJDwciz6bS,anger,anger,-0.3809,0.7074,1.0
HfFccPJv7a9k4,neutral,neutral,-0.0067,0.4971,0.9999
B5BfWWr1UnVrG,fear,fear,-0.1933,0.7448,1.0
S9i8jJxTvAKVHVMvvW,surprise,surprise,0.1318,0.8345,1.0
3ov9jLsBqPh6rjuHuM,anger,anger,-0.4512,0.6988,1.0
smGpsxCQzXwDS,neutral,neutral,-0.0682,0.5003,0.9986
aYWLkNVKDLB1S,neutral,neutral,-0.0276,0.4732,1.0
l1BgRIamescnkx5Dy,anger,anger,-0.5074,0.7849,1.0
lpGThownBdG6LOZxM8,fear,fear,-0.412,0.8186,1.0
ji6zzUZwNIuLS,anger,anger,-0.3829,0.6783,1.0
3uBMPwDSVpR1C,happy,happy,0.2405,0.6474,0.9995
XUPfV5YBLqyTJWnMVD,happy,happy,0.4582,0.7208,0.9987
T2bDC7TBZfdJAqNCSh,anger,anger,-0.4427,0.7527,1.0
3o7TKqnN349PBUtGFO,surprise,surprise,-0.0378,0.8232,1.0
U4DswrBiaz0p67ZweH,anger,anger,-0.1919,0.7107,1.0
8Q31McooUHTNu,anger,anger,-0.4686,0.7426,1.0
3o7btYLAW7doynq3p6,sad,sad,-0.5924,0.4283,1.0
l3q2t2KAyvxy9xBe0,neutral,neutral,0.0513,0.5184,0.9994
hZE5xoaM0Oxw4xiqH7,neutral,neutral,-0.0253,0.4673,1.0
l41YlaRerwUOcUOLm,anger,anger,-0.4343,0.7456,1.0
WsG9rqt4UMwFReb82u,anger,anger,-0.3737,0.759,1.0
Lcn0yF1RcLANG,surprise,surprise,-0.2445,0.7093,1.0
l0HlFZ3c4NENSLQRi,surprise,surprise,0.127,0.7204,0.999
cEfIIUkLVUZfngrIgv,anger,anger,-0.422,0.7618,1.0
zh24EZOw0CNTq,fear,fear,-0.2833,0.8288,0.9999
OHMkK8zl9fvSU,fear,fear,-0.3844,0.8001,1.0
QWjFSsvUPCUncq6ItU,anger,anger,-0.3624,0.5923,1.0
131JBvo8iAEFYk,anger,anger,-0.4928,0.784,1.0
7qeN7K5VlnMTS,fear,fear,-0.2177,0.7201,1.0
DfbpTbQ9TvSX6,sad,sad,-0.4805,0.543,1.0
QlL2K0TVgpWBZbsztp,anger,anger,-0.422,0.7522,1.0
1ziiQ8TVfLgeGWUOFx,neutral,neutral,-0.0016,0.5264,0.9986
lDifyB9R0iqWoDZoIT,fear,fear,-0.4672,0.7657,1.0
fS5I4hHyFTu3HnqiZs,neutral,neutral,-0.0545,0.4914,1.0
YzvPqrOVoS9tC,happy,happy,0.5318,0.7249,1.0
GwG5WOjlnNUMdF3tdD,anger,anger,-0.4685,0.7367,0.9999
3ohs7PrePDURxvHm80,anger,anger,-0.2891,0.6429,1.0
3og0IPizf4zPR6VMt2,anger,anger,-0.4641,0.7868,1.0
119HtgTy0cDjK8,fear,fear,-0.4539,0.7588,1.0
jQS9YkJXofyeI,anger,anger,-0.3679,0.6909,1.0
h1QI7dgjZUJO60nu2X,neutral,neutral,0.0236,0.4934,0.9968
MyvY6m13PHOfabwWnE,fear,fear,-0.2265,0.736,1.0
9AiXzec3fsUXC,happy,happy,0.3348,0.7204,0.9999
V3G6IN0CeKItq,anger,anger,-0.4373,0.7497,1.0
Bn6GYND33DsW9ANwwC,neutral,neutral,-0.0415,0.484,0.9999
TPl5N4Ci49ZQY,anger,anger,-0.4535,0.7259,1.0
Ymywwi0yXZxqsfRFMz,anger,anger,-0.4841,0.7834,1.0
Lbr9CWE47LaM74WzcE,anger,anger,-0.4621,0.7755,1.0
NIkQkfoX23gXjoMicQ,anger,anger,-0.2724,0.6983,1.0
U8l7O5BAmyHCdCcSeP,neutral,neutral,-0.0075,0.4869,1.0
lT4sgCJwC7B4c,surprise,surprise,-0.1611,0.8023,1.0
yEZjzglgjrMUo,neutral,neutral,-0.0377,0.5376,0.9999
dbd6jN0Atb9i8,anger,anger,-0.2864,0.7049,1.0
xT5LMDYj4kvKNlGDHq,fear,fear,-0.3532,0.8388,1.0
l5Dh6boITiHi4vAWMZ,anger,anger,-0.4508,0.7615,1.0
7SF5scGB2AFrgsXP63,sad,sad,-0.6192,0.3888,1.0
2EgQKF2RhgAIJNoICx,anger,anger,-0.4903,0.7942,1.0
4EESDe2IckKldhxFsu,fear,fear,-0.3148,0.7093,1.0
9gGi02YPpLo2ueSxvh,anger,anger,-0.4408,0.733,1.0
eUDhD5XFBw0r6,anger,anger,-0.3636,0.6939,1.0
qiDb8McXyj6Eg,anger,anger,-0.4684,0.6993,1.0
5kF1QQlD6tKobjO5lw,fear,fear,-0.3431,0.8225,1.0
ce280BjADCmsfgps4t,happy,happy,0.1955,0.6759,0.9999
l2YWxte7sJB2XuE8M,anger,anger,-0.3739,0.7378,1.0
qQdL532ZANbjy,sad,sad,-0.5719,0.3945,1.0
3XlEk2RxPS1m8,anger,anger,-0.3605,0.7221,1.0
CZedlPSpZ6hKo,neutral,neutral,-0.0352,0.4862,0.9999
S7jKEqmTbee7S,anger,anger,-0.1112,0.6493,1.0
26vUIi0bwQwD1wJpe,anger,anger,-0.4908,0.7887,1.0
3o6nUNqTH1lZPqsOti,neutral,neutral,-0.0321,0.4735,1.0
K9122Rp8lIa4M,fear,fear,-0.3628,0.7941,1.0
6ozwFj8FgXGAo,fear,fear,-0.3804,0.6407,1.0
haEpZ7eLjtZM4,anger,anger,-0.4482,0.7513,1.0
u894TSir9IeymcxEv6,fear,fear,-0.4405,0.8386,1.0
FWcoE5AkG3BRe,anger,anger,-0.1339,0.7188,1.0
JOXHRcd3Llz5m,neutral,neutral,0.1577,0.5529,0.9997
3ohjVbpTEgGyAlv0M8,sad,sad,-0.4656,0.5056,0.9994
kj41Ti8GLVs1STX0bH,anger,anger,-0.2955,0.7511,1.0
l0ErRtQDgjMtQcjsI,fear,fear,-0.2233,0.7818,1.0
sZgryGTcxRwk0,neutral,neutral,-0.127,0.5239,0.9998
b4AjPjkgOEfXq,happy,happy,0.3037,0.7012,0.9998
3kHz1oN8NfxJJgVgvL,anger,anger,-0.3269,0.6499,1.0
sR2YaENch4sog,anger,anger,-0.5006,0.7945,1.0
yy2kLh9qWApY9D48cc,fear,fear,-0.2916,0.7708,0.9998
e2QYPpUe8WmpG,happy,happy,0.4674,0.6898,0.9998
l2YWf0spzBzXQOxRm,anger,anger,-0.4067,0.7176,1.0
zQhFEBrX6plKg,anger,anger,-0.3021,0.6551,1.0
13pZQovIZ83rCo,neutral,neutral,-0.1114,0.5371,1.0
3JP8XDbLr9FVEq66Xe,happy,happy,0.3981,0.622,1.0
26FKT1K97Wuiddros,neutral,neutral,-0.0901,0.4892,0.9998
3o7qDLwhxkGTMvDHws,anger,anger,-0.477,0.7963,1.0
LOoaJ2lbqmduxOaZpS,anger,anger,-0.4755,0.7391,1.0
10h8CdMQUWoZ8Y,anger,anger,-0.4429,0.7731,1.0
126Atuf8ZpQsQE,anger,anger,-0.5055,0.7942,1.0
109om8H9KSWnNS,anger,anger,-0.3423,0.6834,1.0
PFharpdNvaPZK,fear,fear,-0.5042,0.675,1.0
26DN5pBQzhqgAufPq,surprise,surprise,-0.1917,0.7877,1.0
xTiIzLmsjbQmmkRYrK,fear,fear,-0.3242,0.8036,1.0
eK0KmfDFJWcwkmFBBT,anger,anger,-0.477,0.7673,1.0
dhCx7EyeGYD7O,neutral,neutral,-0.026,0.505,0.9995
AAsj7jdrHjtp6,anger,anger,-0.4667,0.7367,1.0
3ohhweiVB36rAlqVCE,anger,anger,-0.3818,0.7426,1.0
3oz8xHu6yNmd7T3QqI,anger,anger,-0.4238,0.7565,1.0
3cXmze4Y8igXdnkc3U,surprise,surprise,-0.1231,0.8039,1.0
2uI9paIuAWgaqfyX0Q,happy,happy,0.527,0.7064,0.9999
UqpjszfpiOiLA0L5le,happy,happy,0.4753,0.6638,1.0
l41Yh7LsJNvVWFPfq,anger,anger,-0.4383,0.7511,0.9999
pkKfX8NzvSW88,fear,fear,-0.296,0.7428,1.0
ul1omlrGG6kpO,anger,anger,-0.4379,0.7823,1.0
w87yLYL7lwDWE,neutral,neutral,-0.0729,0.4987,1.0
l4FB8FfpphPmxdTkA,anger,anger,-0.4409,0.7277,1.0
jwKpxz0uGrqcTjDKvs,happy,happy,0.5831,0.724,1.0
q55zFbF4pNNF6,anger,anger,-0.4677,0.7753,1.0
yBwgX64KAPrHW2ltZ2,anger,anger,-0.174,0.6947,1.0
PApKgKr6r20mc,neutral,neutral,-0.0352,0.4862,0.9999
H7SaUQ5vEbocJqYZKO,neutral,neutral,-0.0264,0.4782,1.0
VBEcrU5TulSve,anger,anger,-0.346,0.7663,1.0
3oEjI80DSa1grNPTDq,sad,sad,-0.5327,0.4418,1.0
WX5rDVbgWytCy8yyLf,anger,anger,-0.4769,0.7962,1.0
IhJOltC96n08YK66c9,anger,anger,-0.1856,0.7754,1.0
P9sGDIowyf7PYyymmn,anger,anger,-0.4744,0.7782,1.0
q0eh4TU8OMXRu,anger,anger,-0.0019,0.7085,1.0
j3KXqE52HwpQcatFj5,neutral,neutral,-0.0226,0.4734,1.0
kUcWTx2XSKEfK,happy,happy,0.0084,0.6968,0.9992
l0HU5bbgdW6qzJsmQ,anger,anger,-0.2987,0.6527,1.0
AmRBGkss5kBCcney1T,neutral,neutral,-0.1376,0.6284,0.9999
ZcnwOpPTw9Ucw,anger,anger,-0.4871,0.7744,1.0
C7m2Edp9BhrAE84Vje,happy,happy,0.5892,0.7103,0.9998
PCFK39ruKPdnc4Km4h,anger,anger,-0.479,0.8142,1.0
Q8IYWnnogTYM5T6Yo0,happy,happy,0.5124,0.722,1.0
pReb5Koy6JmihUYBLx,anger,anger,-0.4237,0.7236,1.0
lPMSxygwKx7dOuEoGZ,anger,anger,-0.3619,0.6693,1.0
tFYTaBkanq2pa,anger,anger,-0.4298,0.7952,1.0
VIVWFx6c91AAwWLwWB,happy,happy,0.5337,0.6988,1.0
26gsvAm8UPaczzXz2,neutral,neutral,0.0546,0.4826,1.0
Emg9qPKR5hquI,anger,anger,-0.4687,0.7545,1.0
JJ0f57S94Ujyo,anger,anger,-0.4925,0.7917,1.0
iJxHzcuNcCJXi,anger,anger,-0.4684,0.6993,1.0
l2JdXy8xasypvE0Ni,happy,happy,0.2949,0.7326,0.9999
QGzPdYCcBbbZm,anger,anger,-0.4014,0.7087,1.0
XEZZliwJmGg6otzKK1,neutral,neutral,-0.0642,0.5007,0.9987
1k5k3J5K3BywQOrpNA,anger,anger,-0.4409,0.7632,1.0
QAtLRc6EvY7YgchGKn,anger,anger,-0.4075,0.6598,1.0
72jgpwUQrTGN2,anger,anger,-0.4893,0.7623,1.0
eNprfp8IfUOrPYcPiB,anger,anger,-0.5006,0.7144,1.0
xTiTnmmUhZDfr0SQZW,anger,anger,-0.0162,0.7357,1.0
3o6MbiSw5FlIPCHhDy,fear,fear,-0.4284,0.8523,1.0
104ueR8J1OPM2s,neutral,neutral,-0.006,0.6586,0.9999
S4AnOkBwfcb4GyDzK7,anger,anger,-0.0522,0.7008,1.0
3o7TKUM3IgJBX2as9O,anger,anger,-0.4148,0.697,0.9988
