giphy_id,qwen8b_dominant,moss_dominant,sentiment,arousal
PqjTdvXImZQfcmTYEO,fear,neutral,-0.0104,0.4802
9rwJNLBu8FMfixoIxL,fear,neutral,-0.1458,0.5664
H3NaSMyWkZ8AMQhAhh,surprise,anger,-0.3167,0.686
3ohzdYJK1wAdPWVk88,fear,anger,-0.3323,0.678
Ct2fBe0rc69nq,fear,neutral,-0.0801,0.5426
0IeqgOVYEXCag14IHt,fear,neutral,0.008,0.5438
xUA7aM09ByyR1w5YWc,disgust,anger,-0.3438,0.643
XFpCAWSfTwXh2uSEk2,fear,sad,-0.1452,0.5831
3Z1fs9bD259q1buTR1,fear,happy,0.2164,0.6434
5oYgxQKHhEjEk,fear,neutral,-0.0516,0.5502
Xy0Y5paPbG4YkambmI,fear,neutral,-0.1166,0.4807
Tex4wVhhs4iwKoV7YT,disgust,neutral,0.0354,0.5464
xT9KVmZwJl7fnigeAg,fear,neutral,-0.1817,0.542
gSl7e703puA6tSSfqW,fear,anger,-0.4223,0.7323
1jX7sGRj6hYUW4iP4Q,fear,neutral,-0.0199,0.4889
Lk023zZqHJ3Zz4rxtV,disgust,neutral,-0.2274,0.5807
xT9Igrp5DiYwi1KQIE,disgust,neutral,-0.0993,0.5405
gIZhkT9h7I6N46nrkp,fear,neutral,-0.2193,0.6285
NGSbD5vI6lUvC,fear,neutral,-0.1297,0.5155
12ndTXvU4ZfKF2,disgust,neutral,-0.0656,0.5757
l4lQW9KfRQscU0ds4,fear,neutral,-0.192,0.5542
S5EDQH3YV09z7o5cQn,happy,neutral,0.0598,0.5226
OPU6wzx8JrHna,fear,sad,-0.5834,0.4415
13PZ0dKw1J3LzO,fear,anger,-0.321,0.6403
fJliUiYbvEIoM,anger,neutral,0.0181,0.4833
Sux3kje9eOx1e,fear,neutral,0.0483,0.6745
JZfZ7txR1pPOF5ofBY,fear,neutral,-0.1212,0.5267
iIdu8hqv9OUzsaeV2M,disgust,anger,-0.2914,0.6502
hcsoflVVr8gYE,fear,neutral,-0.0237,0.5969
yx400dIdkwWdsCgWYp,fear,anger,-0.4511,0.7742
3oz8xI5c0K0hFPwmGI,fear,sad,-0.5004,0.6109
RWUGDeiDvHj68,disgust,fear,-0.1835,0.7593
AOgwrHx4o49v2ZisoR,happy,neutral,0.054,0.5267
OCu7zWojqFA1W,fear,anger,-0.4219,0.744
W307DdkjIsRHVWvoFE,fear,neutral,-0.0072,0.4593
lOiJqCjiEOcmc,disgust,sad,-0.1281,0.5899
mMDwu4zpmmPEQ,fear,neutral,-0.168,0.6687
iibH5ymW6LFvSIVyUc,happy,neutral,0.124,0.5362
DohrzSCB07moM,fear,anger,-0.1111,0.6954
XHzXNIXZvH2y4,happy,anger,-0.242,0.6567
G6sJqVpD1U4jC,fear,neutral,-0.1746,0.5726
X0Puqlx2pTy4E,anger,neutral,-0.246,0.5908
dzaUX7CAG0Ihi,fear,neutral,0.1547,0.6355
wAxlCmeX1ri1y,happy,sad,-0.2965,0.5909
Rl9Yqavfj2Ula,fear,neutral,-0.0231,0.5005
l4KibWpBGWchSqCRy,anger,happy,0.1513,0.6742
aRRGY0316l5GMK2uZE,fear,neutral,-0.1934,0.6066
nZW5fIzaIJVXddVla7,happy,neutral,-0.1153,0.5313
KZeggSZ0zFmWh5rozL,anger,neutral,-0.069,0.5686
WWjT8UY3Ib4wE,fear,neutral,-0.0113,0.5971
qKIeTV86IVNPG,fear,neutral,0.0026,0.4976
l41lIkTqv4NTHPktO,fear,happy,0.284,0.6868
h4NlRPJCQAXOto7E4g,fear,anger,-0.2619,0.6944
Mr07S8QJJiCnS,fear,neutral,-0.159,0.6451
TUMBjT9u5LmV2,fear,anger,-0.2868,0.6924
JtBZm3Getg3dqxK0zP,fear,neutral,-0.0556,0.4858
WeLLFqk3UORRGJK3pR,anger,neutral,-0.1172,0.5691
yidUzCpZnp0XplNn56,fear,neutral,-0.2296,0.6062
jR5btQ9LH000ZehIE6,anger,neutral,-0.16,0.4882
13XarhksGkhCZG,fear,neutral,0.0306,0.6027
FcuiZUneg1YRAu1lH2,fear,sad,-0.4136,0.5176
hgjNPEmAmpCMM,,anger,-0.3269,0.6674
13uqSsDkBBbgg8,anger,happy,0.6418,0.7317
3orieUs03VUeeBa7Wo,anger,sad,-0.4624,0.4876
3ohhwxmNcPvwyRqYKI,fear,happy,0.125,0.7319
89Eko49m84Ja,neutral,fear,-0.3672,0.7849
vexMhgUYTi6mQ,fear,happy,0.1075,0.7325
3o7abldj0b3rxrZUxW,fear,happy,0.3276,0.7495
U8T2hegONNj82dbQRi,fear,anger,-0.4464,0.7622
U3h33i9Jis4aZXJri2,disgust,anger,-0.1401,0.7423
2vllwG8FoP1J147xhV,happy,neutral,0.0306,0.5359
fGLM3nGAbD1WOCNblY,fear,anger,-0.4211,0.7452
dBGi39HzazuTV21S15,fear,anger,-0.3609,0.6116
blSTtZehjAZ8I,fear,happy,0.0633,0.7128
xSM46ernAUN3y,anger,neutral,-0.1439,0.5375
ui1hpJSyBDWlG,disgust,neutral,-0.1562,0.5003
UDGKJdRBbLmGA,fear,anger,-0.4153,0.6792
B0yHMGZZLbBxS,,anger,-0.4253,0.7442
G02xyBaTG6HlQdGmlz,fear,neutral,0.0032,0.4755
QKZfbgNK9oFkQ,disgust,neutral,-0.185,0.5369
QEIC6GZIEGStO,happy,neutral,0.2595,0.5969
XqpnXaeZPnupy,fear,sad,-0.3887,0.5415
l0HlGkNWJbGSm24Te,fear,sad,-0.5249,0.4577
3orieTfp1MeFLiBQR2,fear,sad,-0.3523,0.5595
11VMy2IyaTPjzy,fear,neutral,-0.1789,0.6358
1xmlZjWzQsUMHcO22Q,fear,neutral,0.0045,0.4696
SKcxqI1GiASU783uT2,fear,anger,-0.1135,0.7263
qi8Yhj4pKcIec,anger,neutral,-0.0997,0.5542
rIYsVhVAPOYwrNkL9A,fear,happy,0.1217,0.5933
nXxOjZrbnbRxS,fear,neutral,-0.2271,0.556
1r91ZwKcE2J7WhUqrh,fear,happy,0.5377,0.736
26uf14WIlvzuZkKLS,disgust,neutral,-0.1378,0.5131
CDZwopbecAbIc,fear,neutral,-0.2735,0.607
jnQYWZ0T4mkhCmkzcn,sad,anger,-0.4102,0.6409
2A75RyXVzzSI2bx4Gj,fear,neutral,0.0386,0.6354
3o6Zt6KHxJTbXCnSvu,fear,neutral,0.0285,0.4805
W3a0zO282fuBpsqqyD,anger,neutral,-0.2986,0.595
A8NkSPltT13H2,,neutral,-0.0378,0.5486
l4FGnZ5NlHuvHfthm,fear,neutral,-0.0691,0.4983
jSEFUIq3EE4oyX2Be4,anger,neutral,-0.1227,0.5504
xd9HUXswWPY1EEJ80a,disgust,neutral,-0.0749,0.4758
uJeO6fOk5mqek,,happy,0.461,0.7018
eruVMzXlb70oo,disgust,neutral,-0.0864,0.5415
1FMaabePDEfgk,disgust,neutral,-0.2428,0.5278
26uf10GWGaKqhD9Is,happy,neutral,-0.2265,0.6263
o8IYhdc8pKkIO70ATB,fear,anger,-0.4794,0.7342
Lqs62MVUrUWAC3R9TL,fear,neutral,-0.144,0.5366
73oW01Plu9O5HAOdEH,fear,anger,-0.2089,0.7532
3oriO5t2QB4IPKgxHi,fear,sad,-0.5339,0.465
fAhOtxIzrTxyE,fear,anger,-0.2247,0.678
l2JhORT5IFnj6ioko,fear,neutral,-0.1467,0.5145
2rAKTgJIQe1buYU1R5,happy,neutral,0.2595,0.5969
glvyCVWYJ21fq,fear,happy,0.4807,0.7067
QTmvjl8m8FvkVp0DfS,fear,neutral,-0.0527,0.5161
QSzTAwITkM0FO,fear,sad,-0.4021,0.5783
AQAmaajPiNbk4,fear,neutral,-0.0565,0.6479
l4FGGafcOHmrlQxG0,anger,sad,-0.5928,0.4775
ZubZqIeSsZ60t0ID9l,happy,neutral,0.302,0.5769
xT8qB308txoPb4P9Ze,fear,anger,-0.2655,0.6407
2hl086Ui4W4YU,fear,anger,-0.4334,0.7611
l1J9APRq3KpgBZhkY,fear,neutral,-0.0508,0.612
ZGH8VtTZMmnwzsYYMf,fear,neutral,-0.1392,0.5261
eV3B6VcUIrBFm,anger,sad,-0.4789,0.5642
piO6cmvxIK0A05MNkY,disgust,neutral,-0.2073,0.5577
3ohryhNgUwwZyxgktq,happy,anger,-0.0312,0.6799
2wSe48eAUC15p38UqO,anger,neutral,0.0101,0.556
mcH0upG1TeEak,disgust,anger,-0.2228,0.7046
DE2SPf5htCh36CU82c,fear,neutral,-0.0674,0.5043
Nw8z2olm0nGHC,happy,neutral,0.1721,0.5441
3oz8y0bx23FDPCNoEU,,fear,-0.3319,0.7163
58bVMncULfWf6B7SWy,fear,neutral,-0.0194,0.466
Btn42lfKKrOzS,fear,neutral,-0.0061,0.5179
d3YQCPcckxQiYibe,surprise,neutral,0.134,0.6733
vX9WcCiWwUF7G,disgust,anger,-0.5066,0.7703
3KC2jD2QcBOSc,happy,neutral,0.1007,0.6287
u5BzptR1OTZ04,,neutral,0.0364,0.5313
KRxcgvd5fLiWk,fear,anger,-0.4635,0.6306
vKHKDIdvxvN7vTAEOM,surprise,neutral,0.0704,0.6703
jAoMf14h0ZQQw,fear,neutral,-0.169,0.4857
q5ZGrl0J65ivu,surprise,neutral,-0.1488,0.6865
odBOv8bUeQL16,fear,neutral,-0.0735,0.4858
YPBvdXHxANHHi,fear,neutral,-0.1319,0.6322
l0HlRnAWXxn0MhKLK,fear,neutral,-0.1026,0.5111
2u11zpzwyMTy8,fear,anger,-0.2681,0.6735
26FxCOdhlvEQXbeH6,disgust,neutral,-0.234,0.5168
5q3NyUvgt1w9unrLJ9,fear,anger,-0.2527,0.6728
8x8XzoP8qQa4w,,neutral,-0.035,0.5345
kDUG0IQtZq7P1AafEK,disgust,neutral,-0.0262,0.5121
S99cgkURVO62qemEKM,fear,neutral,-0.037,0.5192
5xtDarIN81U0KvlnzKo,fear,anger,-0.3984,0.6614
26n6PuZLWc5SkQ7bq,fear,happy,0.1986,0.611
3o7527pa7qs9kCG78A,surprise,neutral,-0.2069,0.635
iXOoi6i2l9PZvCN0zU,anger,neutral,-0.1109,0.6072
5QMOICVmXremPSa0k7,,anger,-0.1964,0.6742
5o74cnmOBrqdW,fear,neutral,-0.2429,0.6127
IeWbqFs6WX6IetZCKO,happy,neutral,0.1137,0.5513
3o751ZKB91R8ZvMvde,anger,neutral,-0.017,0.5077
9qIQcHFew1dAs,fear,neutral,0.0655,0.61
6BZaFXBVPBtok,,anger,-0.4851,0.7507
OMsLlke4MWlmE,fear,sad,-0.5732,0.4268
l4JyX3V0yydvPHNBe,fear,sad,-0.4541,0.469
I8zGepJNKOGL6,fear,anger,-0.274,0.6408
3o85xHi4t2UsuIY9QA,anger,neutral,-0.1112,0.5252
w89ak63KNl0nJl80ig,disgust,anger,-0.3009,0.6275
joV1k1sNOT5xC,fear,anger,-0.4697,0.7442
gw3xkBBCnpvr77Dq,fear,sad,-0.1367,0.6486
26FPBDkw3OF35BJpS,disgust,anger,-0.4872,0.7132
nuRXXyy020kta,fear,anger,-0.1125,0.6459
YVYWXf3bHcNnQHRPUU,fear,neutral,0.023,0.607
Yo8aQ2rknmOjhpvioG,fear,neutral,-0.0815,0.5948
zt6XoZ4r6nHVJO5cnM,anger,neutral,-0.095,0.5336
CcLaILAAOhvgc,fear,neutral,0.0585,0.6114
8F3bK4aq1tCo0TLkf7,fear,neutral,-0.1195,0.475
3o6wrvdHFbwBrUFenu,fear,anger,-0.544,0.6134
7T33BLlB7NQrjozoRB,fear,neutral,0.0444,0.5489
mEtSQlxqBtWWA,fear,anger,-0.1993,0.6924
j8sVwJid3NdjG,fear,neutral,-0.0736,0.5365
NipFetnQOuKhW,,neutral,-0.1866,0.5527
3FjEPbKqEPhPpmC8uY,fear,sad,-0.4328,0.6481
whOs1JywNpe6c,,anger,-0.0391,0.675
l0HlMG1EX2H38cZeE,fear,happy,0.3445,0.6761
aX5KEfKKzyGjBbYPjE,anger,neutral,-0.2181,0.6101
IThjAlJnD9WNO,fear,neutral,-0.0325,0.5604
8vIFoKU8s4m4CBqCao,fear,anger,-0.45,0.7406
MREZajNc2bbkl3gIQv,fear,neutral,-0.0719,0.5598
AgzqoYQpA3N4Y,fear,neutral,-0.0175,0.5911
C1L8yq5ZEz0cg,fear,anger,-0.4681,0.6692
Tcq8dtZyqEYbIpppSL,fear,neutral,-0.0918,0.5101
Phzg1XZgJTeZG,,neutral,0.1251,0.5675
Hgy8F9wshu3wk,fear,neutral,-0.0769,0.5464
S7jznj1TlqH9otxZux,fear,neutral,-0.0333,0.4799
LOQyoLIojnizS949is,anger,neutral,-0.2288,0.5873
Olr6bYzpBx2JG,anger,neutral,-0.1229,0.5567
dM2xuxnJCg4H6,,anger,-0.4631,0.7794
h4HKkpKmTDEouZ0WER,disgust,neutral,0.0086,0.4956
36qnm6xRzruzm,,neutral,-0.1333,0.5747
zK5EHMbtwfW1O,fear,anger,-0.3697,0.7067
W3fVzsrPYMLb23pNOB,anger,neutral,-0.2136,0.6061
MAuWs1rqbfHFMWUCYH,disgust,neutral,-0.1331,0.594
SwTyOUq3VjpHpXb2Bw,disgust,anger,-0.4687,0.7696
3o6ZtfHiJhG5Cja2Q0,anger,neutral,-0.2473,0.601
26n6WywJyh39n1pBu,fear,neutral,-0.0884,0.5691
VdiQKDAguhDSi37gn1,fear,happy,0.1511,0.7479
MJs7EYwHyG8XC,anger,happy,0.1577,0.6913
3o7btNa0RUYa5E7iiQ,fear,neutral,0.0723,0.6183
s2qXK8wAvkHTO,fear,neutral,-0.0922,0.622
FBeSx3itXlUQw,disgust,neutral,-0.0463,0.5651
2dI7FZreQAp44,anger,neutral,-0.1789,0.5445
TLulTJKuyLgMU,,neutral,-0.0109,0.4989
l46CyJmS9KUbokzsI,anger,neutral,-0.0824,0.5256
MEeF0LoWyiaJnqFXol,,neutral,-0.0434,0.4759
9FXESPgQvtImnxGkCy,fear,neutral,-0.0298,0.5036
8wfu3AjTdgNyxfCF3z,surprise,anger,-0.3036,0.655
11Y9TiZzmEBe25QRSw,disgust,neutral,-0.148,0.4912
QYQ3PZ9UHje3S,fear,sad,-0.5231,0.5839
cp6XSkQcz8OnS,fear,neutral,-0.1047,0.5017
xT5LMHxhOfscxPfIfm,anger,neutral,-0.1714,0.5745
l1J9zYIsjPAyojfri,disgust,neutral,-0.2407,0.5958
iemyQLx2kEJpeCbX9O,fear,neutral,-0.1841,0.5907
l46CqLVMWzaJUFPLW,fear,anger,-0.2741,0.7253
1AjFk7MzJBT2UPYKLB,fear,neutral,-0.1198,0.6536
l3q2Z6S6n38zjPswo,anger,neutral,-0.1036,0.59
l0amJzVHIAfl7jMDos,anger,neutral,0.1646,0.6188
ohdmJuMIE08Ld7Jj0s,fear,neutral,-0.1718,0.5493
eJ4j2VnYOZU8qJU3Py,anger,sad,-0.5435,0.595
eDkLFTzSzT831YZPPK,disgust,anger,-0.4177,0.6724
tMyCJmeXHBetq,fear,anger,-0.2128,0.6877
8yyJH4yzqgx0Y,fear,neutral,-0.06,0.5052
108pHkwoGT5Fug,fear,neutral,-0.2312,0.5636
JpN6nbJqz5l3mbMnod,fear,neutral,-0.1178,0.5668
w8xvymsStCpQA,fear,anger,-0.2911,0.6652
TFrAXoBAAHPFk6bhwY,fear,neutral,-0.0754,0.5248
90snS7NNO9wcw,fear,neutral,0.1131,0.5908
1kTLyiPIppDiiQAapO,fear,neutral,0.1219,0.5692
2WdHaCzmqSkrwmIGWP,disgust,neutral,-0.0472,0.5194
xT9DPofgEkyu9t4wPm,,neutral,-0.2819,0.5666
kdFnWNSiDBVmzt1NCr,anger,fear,-0.4535,0.7862
fXK6nNrqoW9NNWWcPD,disgust,anger,-0.4217,0.7268
MNmyTin5qt5LSXirxd,happy,neutral,0.0501,0.6052
B1WBnRo9TPXMY,fear,anger,-0.3825,0.6127
LRVnPYqM8DLag,fear,sad,-0.5215,0.5115
bEVKYB487Lqxy,fear,sad,-0.3468,0.5001
l2JIdnF6aJnAqzDgY,happy,neutral,-0.0157,0.5661
2wYYlHuEw1UcsJYgAA,fear,sad,-0.3394,0.5222
7XsgvwaJvwJknPLZrR,fear,anger,-0.3953,0.6561
Q4Ua4VH1KE1POFjZWL,disgust,anger,-0.4827,0.7778
IJdNyWtTL7Bm0,fear,neutral,-0.1489,0.5955
hvAjltvsiJdmU3Ic8H,fear,neutral,-0.0949,0.6059
xT8qAY7e9If38xkrIY,fear,happy,0.0232,0.6982
ZqlvCTNHpqrio,fear,neutral,0.0964,0.6478
J2y6ZRvcKFQL71V7jA,fear,neutral,-0.0773,0.5351
V80llXf734WzK,fear,anger,-0.2953,0.795
5a2pxKL1x2sNi,fear,neutral,0.0423,0.5829
u10GReM6igVGg,fear,anger,-0.4538,0.7594
iFnBpFxFGetn8BH0vZ,fear,neutral,0.0115,0.6183
QLvRBqfLXCphu,fear,neutral,-0.0304,0.5639
1014RBn4HVSTK,disgust,anger,-0.3808,0.6873
3o7TKTDn976rzVgky4,disgust,neutral,-0.196,0.5016
4pLmsFRgjGxfW,,neutral,-0.0167,0.5191
rguj35cTYIH5u,,neutral,-0.0682,0.5917
fxe8v45NNXFd4jdaNI,,neutral,-0.1508,0.5498
QWw4hc5gTnJhY0BUI3,surprise,neutral,-0.1403,0.562
UqeZyb4iPRkMjjNTiq,fear,neutral,-0.0649,0.611
3i7zenReaUuI0,fear,anger,-0.3945,0.7862
xT9IgG50Fb7Mi0prBC,happy,neutral,0.2481,0.5964
qyyW7oaO8KCZ1BV6zl,fear,happy,-0.0735,0.7039
y4zA1xMdf4K6A,fear,happy,0.4557,0.7285
j1yDyxkXvdSG4mnEie,fear,anger,-0.3859,0.6235
VeqoDqdvj2J7bNVJFq,fear,neutral,-0.0451,0.5214
HChtj3gzcVsXK,,anger,-0.2412,0.7108
CUbiYQbsKSGAM,neutral,anger,-0.2535,0.7307
W0c3xcZ3F1d0EYYb0f,fear,sad,-0.4954,0.5186
3OyivykdfOYlkHXYKo,,neutral,-0.0669,0.5068
k75ngU7xpje0M,fear,anger,-0.4068,0.6836
14smAwp2uHM3Di,surprise,neutral,-0.1829,0.6249
3o85xGt3BKRhLLGG7C,fear,neutral,-0.0878,0.5396
XUojAIMYIIOQ9tpx2s,fear,happy,0.1566,0.6722
iFUN3WxRgjHFC0g8dO,disgust,neutral,-0.0622,0.6271
sbHeENxBcatck,disgust,anger,-0.2542,0.6511
faTOHi0omqCMU,fear,neutral,-0.1664,0.6287
l41lLuV3wRmJ0DxCw,,neutral,-0.1048,0.5399
3o6fJ0DVn4DhR4bcs0,fear,neutral,0.0832,0.5411
9uoYC7cjcU6w8,disgust,anger,-0.3262,0.6103
WiDQKfSZpgGwE,anger,neutral,-0.1191,0.5572
l0OXXpl20sY9G0uJy,fear,neutral,-0.0727,0.4952
wbXkGmM7YMgpCggnPB,disgust,sad,-0.5527,0.4409
l0Iy8G3PwyahZST2E,sad,anger,-0.3007,0.6603
MQ4bWOjn8C9tT2dzIb,disgust,neutral,0.1523,0.6328
P2MB29d7V3rhu,happy,neutral,0.1342,0.5673
H7kfFDvD9HSYGRbvid,anger,sad,-0.3175,0.4842
uLy4Bo680hZxm,disgust,neutral,-0.0712,0.488
i6IqXuLaTdqRW,fear,surprise,0.041,0.7576
l4pTky87QVuvbzwnS,fear,anger,-0.3291,0.6244
l46Cw3404vdkvNqAU,happy,neutral,0.0605,0.5595
B0uJ6d5OXb50k,,anger,-0.3418,0.7103
4Cpgf1zzMMy4w,,anger,-0.3024,0.6864
14ut8PhnIwzros,fear,surprise,-0.0403,0.6881
1ZDDyjTCygf1XPTSnW,fear,neutral,-0.2439,0.6173
5xaOcLGm3mKRQuDYCgU,fear,neutral,-0.2291,0.5871
WGvwSV5qjBJuYPbzcT,disgust,neutral,-0.0862,0.5178
2fT30GWbbLV5Rrsamz,fear,neutral,0.0012,0.474
ZBnc1WoZyneQ3D1DMk,fear,neutral,-0.1234,0.5297
Qjmp5vKEERPyw,anger,neutral,-0.1752,0.6283
PudZiAbQDUEik,sad,neutral,-0.1418,0.5087
M8x6Lk2QFmTu0,anger,neutral,-0.2151,0.5479
Y4nZrFcX7n4WfllsQP,fear,neutral,-0.0241,0.4779
S9crjCfQXC78ST61iv,fear,neutral,-0.0477,0.5154
kl98KEbDpICz93ruvV,fear,neutral,-0.1065,0.6906
dpnfPvaCIHBrW,disgust,neutral,0.101,0.517
vcchZddRulKhC6ugxv,,neutral,-0.0266,0.5831
3o6wrebnKWmvx4ZBio,fear,sad,-0.489,0.4744
HGvjR72DXRHWw,,fear,-0.2356,0.6701
ylyUQlf4VUVF9odXKU,fear,anger,-0.3948,0.7311
ZtMkorgeyRu5q,fear,anger,-0.2333,0.7515
HB03yGK1u1aYo,fear,anger,-0.4509,0.8
XFqJ7JjBRgnfFJVAqO,anger,neutral,-0.1748,0.6275
12SjEUcMRvd9Ru,disgust,neutral,-0.1244,0.5218
CYU3D3bQnlLIk,disgust,happy,0.3047,0.7098
nXQZ2BQ2VtbZC,anger,neutral,-0.0957,0.5206
h8HmN0UcEKR0xWnv3R,disgust,neutral,-0.1135,0.5101
229Pljon180JF07BaX,sad,neutral,-0.2338,0.5996
F9yAvk7Xpr0c,fear,,,
CnErThMyAIZZC,surprise,neutral,-0.0217,0.5571
XOywjQnU8R89q,fear,anger,-0.0163,0.7566
fr3Pne6vXVP99Fwdey,anger,neutral,0.2761,0.5979
lNrNLRLmpC3VIjl82D,fear,neutral,-0.0846,0.5395
32bSK4hOrtHfdIEIMV,fear,neutral,-0.155,0.5306
12Eo7WogCAoj84,fear,neutral,-0.1745,0.582
3oKIPwAaNhSKv0cfLy,happy,neutral,0.2978,0.6018
4LRkCWLi2MKOc,fear,anger,-0.4076,0.7908
Pgy4Na8aRyBuE,disgust,anger,-0.4859,0.7745
3oKIPaNwFhp3RV8T96,fear,anger,-0.4294,0.7269
l378w3xAvK2n94oDu,fear,sad,-0.3829,0.5252
11cnAGKJvhtTzy,fear,anger,-0.3326,0.667
5YnhzjBAOTd6B7KhiF,fear,neutral,-0.1627,0.6167
Ts9N22K8Jz7GURYmNd,happy,neutral,0.0611,0.4893
l46Cuu0O6xJ42z66I,anger,neutral,-0.1326,0.565
lMameLIF8voLu8HxWV,surprise,happy,0.205,0.7507
xT0xehfxlptGeeIvEk,disgust,anger,-0.1783,0.6166
GL7pY58bytJgk,fear,anger,-0.1034,0.7616
F3BeiZNq6VbDwyxzxF,anger,neutral,-0.2667,0.603
55itGuoAJiZEEen9gg,fear,anger,-0.4026,0.7581
Bp5dwyOW9BwbK,disgust,neutral,-0.2121,0.5711
QNQgqJ403Vcoo,fear,neutral,-0.2988,0.5948
kf9dfB18XB6JGM8J7s,happy,neutral,0.0262,0.5155
tyxovVLbfZdok,,neutral,0.0335,0.6224
K0ClvyocTTiHm,fear,anger,-0.2505,0.6921
I1nwVpCaB4k36,fear,neutral,-0.2059,0.5318
SuxKy4GcbDbBkl0ypo,happy,neutral,0.0725,0.5246
ND6xkVPaj8tHO,fear,neutral,-0.0952,0.5659
dvZSDOywoCM4Sro65Q,fear,anger,-0.2605,0.6932
l2R013mIf1ZXdvoyI,,neutral,-0.0815,0.5116
lkK7hFTOp1s4g,fear,neutral,0.0554,0.6032
3oEdv07JVXwhImYGWc,fear,happy,0.3923,0.7297
3o6Ztl5XZaXwjl6WEE,fear,neutral,-0.1981,0.5795
BxQ2nb982qWRO,fear,anger,-0.2055,0.6743
xTiTnkt1IjaaTWoPny,fear,neutral,-0.2622,0.6255
xT9IgrFpBehYYpMoPS,fear,neutral,-0.1685,0.597
tBvPFCFQHSpEI,fear,neutral,-0.0253,0.4623
9JjUbR2LO1aNgsHeUk,fear,neutral,0.1774,0.5443
5z4l8j1pSL72ffdt1P,fear,neutral,-0.1736,0.516
VGoZVlR9naOZCiRLSy,fear,neutral,0.1514,0.5831
XZkqrQeqkxelW,fear,neutral,-0.1155,0.5547
rdma0nDFZMR32,,happy,0.455,0.7159
3ohzdMk3uz9WSpdTvW,fear,anger,-0.4601,0.7736
4q0WNCNZUlxNC,disgust,anger,-0.2485,0.6475
3og0IExSrnfW2kUaaI,anger,neutral,0.0397,0.4883
Jj8vFfZNBcCsg,surprise,anger,-0.1896,0.825
l3vR3EssQ5ALagr7y,anger,neutral,-0.1677,0.5317
BEob5qwFkSJ7G,fear,sad,-0.602,0.4051
111ebonMs90YLu,happy,anger,-0.422,0.6146
wDA04DFvg2WgTRB4z1,fear,anger,-0.4391,0.6571
zhRA0okWxTGiu78uSk,fear,neutral,-0.0524,0.5193
cO2aFd1s5jIyL38xzb,fear,neutral,-0.159,0.5641
J336VCs1JC42zGRhjH,disgust,neutral,-0.1605,0.5482
JFtBdzISY7tpS,disgust,neutral,-0.045,0.6388
1iTHPSWUwhzOCtA4,disgust,anger,-0.3933,0.7731
8Eup943BRqxbO,fear,anger,-0.4354,0.7516
tABM19ZPcjvNRF0yuNq,surprise,anger,-0.3191,0.7979
vkwAeqMEUSaoU,sad,anger,-0.2512,0.6248
35MEvkAhDMMzBE0Re5,fear,anger,-0.3389,0.6849
NRtZSQqTSCt5gyebtH,disgust,anger,-0.4932,0.7888
F0uvYzyr2a7Li,fear,happy,0.0874,0.6781
d4gmlMeqAHu9O,disgust,anger,-0.3262,0.6788
6fScAIQR0P0xW,fear,anger,-0.3337,0.7102
13AurJL9v5Oo48,disgust,anger,-0.2807,0.6818
vf5TjQrio0TBK,fear,neutral,-0.0116,0.4645
o0eOCNkn7cSD6,fear,neutral,0.0155,0.567
EyAiUnM8fdvLq,fear,sad,-0.5818,0.5017
9M5jK4GXmD5o1irGrF,fear,neutral,-0.2536,0.5752
QoZunxgU0Z1i8,,anger,-0.4141,0.7676
ZX1knKISQDLZS,fear,anger,-0.2448,0.6522
hAcDHEhZHA2bu,disgust,neutral,-0.1083,0.567
a0h7sAqON67nO,fear,happy,0.3131,0.7323
3BMtWpQEVqwNk1aNWR,fear,neutral,0.0554,0.6032
HxtPXNp0ahLyM,fear,anger,-0.4848,0.6795
9UPuJPbiHwo8,fear,neutral,-0.1187,0.5322
13zsHptDEHdy4p5SdJ,disgust,happy,0.3208,0.6553
KzKXmxsMue4CSxzYBK,,fear,-0.3403,0.7
K4x1ZL36xWCf6,,anger,0.0251,0.7229
H4zeDO4ocDYqY,fear,anger,-0.3306,0.6653
39zbpCQocXLi0,,anger,-0.2993,0.6885
y8Mz1yj13s3kI,,anger,-0.1099,0.7608
opP9JMYfG9a1y,disgust,anger,-0.047,0.7298
qyjexFwQwJp9yUvMxq,surprise,anger,-0.1608,0.6579
xT5LMESsx1kUe8Hiyk,fear,anger,-0.4573,0.7
h7zqTXl02vFPI9BzFo,anger,neutral,0.0978,0.5624
4GXUa4U05Q0JAM972c,fear,anger,-0.4035,0.7548
Lm62AlSEQqhimpM59W,fear,neutral,0.0738,0.6128
BzyTuYCmvSORqs1ABM,fear,neutral,-0.1097,0.5764
26BGqofNXjxluwX0k,fear,neutral,-0.1486,0.5364
RJDeT0RlOiSyXtJHPN,disgust,neutral,-0.0146,0.4641
x7gjmBuaHrWak,sad,anger,-0.3832,0.7104
l2JhIUyUs8KDCCf3W,anger,neutral,-0.0608,0.5137
Kg3HfmbPOGJggjjS31,happy,neutral,-0.1235,0.5816
JY10DEdL8aq5VsMmIV,,neutral,-0.0378,0.5268
l3UcjBJUov1gCRGbS,fear,neutral,0.004,0.5527
DjqxZ0E5cKYCI,fear,anger,-0.3061,0.6855
QJvwBSGaoc4eI,fear,neutral,0.0441,0.6195
NRWFU8lq7hCXS,fear,neutral,-0.1877,0.6445
1wXeSsw3kApQhOkCBI,fear,neutral,-0.0439,0.5724
XZ1Inh7TApFrWItNLZ,fear,anger,-0.2521,0.7701
